,gender_F,gender_M,ssc_b_Central,ssc_b_Others,hsc_b_Central,hsc_b_Others,hsc_s_Arts,hsc_s_Commerce,hsc_s_Science,degree_t_Comm&Mgmt,degree_t_Others,degree_t_Sci&Tech,workex_No,workex_Yes,specialisation_Mkt&Fin,specialisation_Mkt&HR,ssc_p,hsc_p,degree_p,etest_p,mba_p
58,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6291982800274543,-0.40129761945921744,0.24337561863294316,0.10387099109057796,-0.7176814973597329
57,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.07649480378975791,0.8766898531417815,1.0636624941977761,0.553721437208657,0.22018168830363294
41,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6291982800274543,-0.2954072288722778,-0.16676781914947333,-0.5709046780865404,1.2535059482220199
140,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.19985693432909027,-0.14570012493901793,0.4484473375241514,-1.2456803472636588,-0.8935308446716146
143,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9672685729928454,-0.13748449118658262,0.6084032782592941,1.2284971063857753,-0.31574013207543355
65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.213146640764867,-1.7705699115317164,-1.2604836532359174,1.2802299076893542,-0.8667347536526607
91,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.397381132844099,-0.857721716816717,-2.108113424652912,-0.42095452938051414,0.08620123320886572
49,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.581615624923331,-2.6834181062467155,-1.9440560495399448,-0.5709046780865404,-1.0325355668324345
52,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.4208037363442334,-1.8773731503133713,-1.8073415702791393,-0.10605921709785868,0.538385269153702
80,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16861204982937397,-0.40129761945921744,0.38009009789374865,-0.42095452938051414,0.01251198290674452
23,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9423969165621494,-0.5838672584022173,-0.20231358375728348,1.4534223294448148,0.22520595536968568
133,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5370810339878382,-0.2187279805162176,1.4738059319801926,-0.5709046780865404,-0.2169295464430439
172,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5370810339878382,-0.7664368973452171,-1.3971981324967229,0.8536217346207096,-1.6136757908059842
85,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5356319810572765,2.139158906432625,1.5011488278323541,0.4592528435238599,2.3286991003575217
168,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.7658501170025633,-1.4054306336457165,-1.123769173975112,-0.9457800498516062,-0.5837010422649669
83,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.550370740423615,1.1505443115562812,0.24337561863294316,0.8536217346207096,0.7393559517958522
162,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6476217292353778,1.93559375901118,1.507984551795394,0.19384108031419398,0.6338463434087244
14,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.47620867244793846,-1.7705699115317164,-2.217485008061556,0.25382113979660426,-1.2251324710311613
99,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.213146640764867,1.424398769970781,-0.44019677767108434,-1.6955307933817378,-0.46981765543441534
73,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.23670383274493723,1.5914499896036256,0.7519534814831395,1.003571883326736,-0.4229244961512469
181,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.47620867244793846,-0.5537432679766224,-0.27477225776551056,-0.7208548267925667,-0.3777060925567627
3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0289121486856347,-1.3141458141742166,-1.9440560495399448,-0.4959296037335273,-0.47651667818915355
156,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.5687941896315383,0.27421004462988247,-0.16676781914947333,0.553721437208657,-1.6002777452965078
15,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.19985693432909027,0.7854050336702816,0.38009009789374865,-0.046079157615448355,0.399380546992882
167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.06728307918579683,-0.40129761945921744,0.10666113937213766,-1.0882326911223312,2.249985582989344
128,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2187486546809976,0.6393493225158822,1.5722403570479724,0.6436915264322729,2.342097145866998
170,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.34724452799247607,0.0733834417925824,-0.8503402154535008,-1.0912316940964517,1.1731176751651593
26,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3528465419086061,1.1505443115562812,-0.030053339888667846,1.6033724781508412,-0.7913707476618552
77,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.2919741803687063,1.2418291310277811,-0.16676781914947333,-0.27100438067448784,-0.7746231907750092
214,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.47620867244793846,-0.7664368973452171,-1.8073415702791393,1.2284971063857753,-0.3442109787830718
74,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.973641801061865,-0.14570012493901793,0.5441474730067156,0.8738650046960228,0.8247684919187668
47,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.3840914264083224,-0.5838672584022173,-1.2604836532359174,0.4037712885026306,-1.2937974542672297
56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.3840914264083224,0.45677968357288234,-0.6589399444883733,-0.345979455027501,0.771176309880859
44,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9055500181463024,0.6028353947272816,2.0206638490234146,1.2284971063857753,1.2434574140899122
18,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3840914264083224,-0.03615834157321776,-0.30348229841027885,-0.345979455027501,0.3022447170491766
197,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.5466860505820297,-1.2228609947027167,3.3878086416314694,-0.9967631004116552,1.245132169778595
100,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0422018551214114,-0.857721716816717,-1.123769173975112,-1.2164400682659837,0.4479484619647359
20,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.47620867244793846,-0.12744316104471767,-0.030053339888667846,-1.6955307933817378,-0.9337249812000438
107,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3661362483443826,2.1546773257427803,2.2940928075450255,0.553721437208657,1.883214087167421
183,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.19985693432909027,0.9679746726132814,0.38009009789374865,-0.9457800498516062,-0.07625006859353849
112,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8446776566064027,-0.49258243893071735,-0.7136257361926953,-1.0957301985576327,-1.395957551276989
48,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.3840914264083224,-0.40129761945921744,0.24337561863294316,-0.6458797524395536,0.03093429548227482
1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.1201832014186077,1.089383482510376,1.5394288820253799,1.0410594205032424,0.6706909685597849
137,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.01562244224985815,-0.3100127999877175,0.7902335356761652,-1.2456803472636588,-0.31239062069806506
213,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6291982800274543,-0.03615834157321776,-1.123769173975112,-0.19602930632147467,-0.3425362230943875
32,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5683259184875545,1.333113950499281,0.02463245181565513,-1.628802977207556,-0.010934596734839715
8,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5370810339878382,1.1505443115562812,0.7902335356761652,1.4039387803718264,-0.1650121200938215
195,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.10773968828947421,0.8766898531417815,0.7902335356761652,0.8536217346207096,-0.5569049512460129
141,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.10773968828947421,-0.2187279805162176,-0.8503402154535008,-0.9457800498516062,-0.06285202308406213
121,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.2919741803687063,0.05512647789828216,0.46211878545023116,-1.270422121800153,1.5432386823644508
114,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.19985693432909027,0.1464112973697821,0.38009009789374865,-1.4181230182755888,-1.2167586925877387
193,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.6604431645271706,-0.3100127999877175,-1.3971981324967229,0.553721437208657,-0.9454482710208358
206,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.4106708392798755,-2.226994008889216,-0.8503402154535008,1.8282977012098807,-1.4880691141546405
45,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8134327721066864,-0.2187279805162176,0.7902335356761652,-1.0957301985576327,0.7125598607768995
158,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.01562244224985815,-0.3100127999877175,-0.30348229841027885,-0.9457800498516062,-0.06787629015011605
212,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.01562244224985815,0.05512647789828216,0.9269480149369707,-1.0207551242046193,1.2468069254672807
46,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3427136448442484,0.5097248788663521,-0.08473913159299082,-0.345979455027501,1.566685262006035
138,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.3661362483443826,-0.2187279805162176,0.9269480149369707,1.7533226268568674,1.5901318416476193
145,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.047803869037542,-0.06719518019352805,0.687697676230561,-0.046079157615448355,0.15989048351098692
101,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3840914264083224,0.5115505752557817,0.24337561863294316,0.4037712885026306,-0.30736635363201115
19,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.6604431645271706,0.05512647789828216,0.5168045771545542,-1.6595427576922919,2.615082323122584
50,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7397389752749938,0.621092358621582,0.29806141033726613,-0.5709046780865404,0.1180215912938724
194,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.397381132844099,-1.0402913557597169,-1.3561837887184816,-1.0207551242046193,0.4127785925023584
115,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5370810339878382,-0.3100127999877175,-0.030053339888667846,1.2284971063857753,-0.29731781949990327
34,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.47620867244793846,-1.4054306336457165,-1.9440560495399448,-0.3129904223121754,0.08285172183149722
127,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.44496378794822217,-0.5838672584022173,0.38009009789374865,-1.2831678844401655,-0.6490165141236656
82,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.3840914264083224,0.05512647789828216,1.0636624941977761,0.7036715859146833,-0.30736635363201115
43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.826722478542463,1.8808228673282805,0.24337561863294316,1.6783475525038543,0.10462354578439602
134,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9460816064037333,2.33724696468578,0.7902335356761652,1.6033724781508412,0.8130452020979735
24,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8594913951264944,2.8575704356733302,1.7280948634052908,1.8582877309510863,1.9652771159129672
87,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.6972900629430169,-1.4054306336457165,-0.8503402154535008,0.1788460654435911,-0.5351331272931141
55,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.6235962661113242,0.018612550109681672,-0.16676781914947333,-0.12105423196846152,-1.601952500985192
6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.9500846090817954,-1.5697433086944161,1.7472348905018036,0.12486401190942173,-1.5048166710414865
71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7213155260670703,0.35545353395951745,0.6535190564153597,1.6783475525038543,0.7812248440129668
10,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.8446776566064027,-0.49258243893071735,-0.8503402154535008,-0.7958299011455799,-0.2387013703959427
103,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5370810339878382,1.0592594920847813,0.9269480149369707,0.9285968089737227,0.5953269625689783
150,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3528465419086061,-0.7061889164940275,-1.123769173975112,-1.2456803472636588,-0.16333736440513724
113,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.625513590185869,1.1505443115562812,0.10666113937213766,-0.03483289646249596,0.13476914818071845
104,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16861204982937397,-0.3100127999877175,-0.16676781914947333,-1.3206554216166722,-0.6774873608313038
69,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5370810339878382,0.6028353947272816,-0.030053339888667846,-0.19602930632147467,0.9704722368343237
12,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.8579673630421794,-1.0402913557597169,-0.16676781914947333,-0.7958299011455799,0.4630212631628977
204,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6291982800274543,0.6028353947272816,0.9269480149369707,0.553721437208657,0.9068315206643104
90,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.642487986463231,2.1546773257427803,2.1573783282842203,1.4534223294448148,0.9637732140795867
84,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.26072929586899,-0.3100127999877175,0.5168045771545542,-1.3206554216166722,-0.04610446619721607
166,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.47620867244793846,-0.40129761945921744,-0.8503402154535008,-0.7208548267925667,-1.657219438711783
160,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.826722478542463,0.6941202141987816,-0.16676781914947333,0.1788460654435911,1.6772191374592194
196,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.44496378794822217,-0.3100127999877175,1.5421631716105955,0.4037712885026306,-1.3055207440880219
